Gene_symbol,Count,Proportion(%)
DCAF12,45,0.0049
ADIG,45,0.0049
NPTX1,45,0.0049
SGSM3,45,0.0049
CXCR6,45,0.0049
SEMA3A,45,0.0049
LRRC58,45,0.0049
VILL,45,0.0049
HGH1,45,0.0049
H3C12,45,0.0049
HUS1,45,0.0049
FPGS,45,0.0049
ZMIZ1,45,0.0049
C17orf75,45,0.0049
ITIH1,45,0.0049
PPID,45,0.0049
CD164L2,45,0.0049
DMRT3,45,0.0049
HTATIP2,45,0.0049
B4GALT5,45,0.0049
ATP6V0C,45,0.0049
KLHL9,45,0.0049
MRNIP,45,0.0049
C8orf48,45,0.0049
HEY1,45,0.0049
STARD4,45,0.0049
SCGB1D4,45,0.0049
SHOC2,45,0.0049
HACD3,45,0.0049
TNF,45,0.0049
BYSL,45,0.0049
KRTAP9-8,45,0.0049
DVL3,45,0.0049
ATP8B4,45,0.0049
HJURP,45,0.0049
NLRP9,45,0.0049
SHLD1,45,0.0049
BMP10,45,0.0049
LAGE3,45,0.0049
THAP1,45,0.0049
H2AC20,45,0.0049
R3HCC1,45,0.0049
MOV10L1,45,0.0049
CCSER2,45,0.0049
LMNA,45,0.0049
NOS2,45,0.0049
DCAF4L1,45,0.0049
SREBF2,45,0.0049
TMOD2,45,0.0049
CENPC,45,0.0049
EPSTI1,45,0.0049
STARD6,45,0.0049
PKD1L1,45,0.0049
RPL27,45,0.0049
AP3D1,45,0.0049
FLNA,45,0.0049
CX3CR1,45,0.0049
MPHOSPH9,45,0.0049
CCDC86,45,0.0049
ENOPH1,45,0.0049
OR10G7,45,0.0049
FBXL2,45,0.0049
HMG20A,45,0.0049
AMY2A,45,0.0049
DDX1,45,0.0049
PLEKHA1,45,0.0049
PASK,45,0.0049
YJU2B,45,0.0049
FBXW10B,45,0.0049
DEFB119,45,0.0049
MPV17L2,45,0.0049
H3C7,45,0.0049
H2BC12,45,0.0049
FGF10,45,0.0049
B3GALNT1,45,0.0049
NASP,45,0.0049
HSPB2,45,0.0049
CYYR1,45,0.0049
SPATA7,45,0.0049
KBTBD3,45,0.0049
MEF2C,45,0.0049
SPINK7,45,0.0049
MMD2,45,0.0049
EHF,45,0.0049
ACRBP,45,0.0049
CIPC,45,0.0049
GON7,45,0.0049
MAEL,45,0.0049
USP17L15,45,0.0049
PPM1L,45,0.0049
STC1,45,0.0049
RSC1A1,45,0.0049
PLCB2,45,0.0049
F2RL1,45,0.0049
PPP1R16A,45,0.0049
ZSCAN12,45,0.0049
TRIM72,45,0.0049
PPP1R18,45,0.0049
KBTBD12,45,0.0049
XYLB,45,0.0049
OR4S2,45,0.0049
CWC27,45,0.0049
SGTB,45,0.0049
DUSP11,45,0.0049
ZSCAN18,45,0.0049
RPL31,45,0.0049
TTLL10,45,0.0049
UBQLN3,45,0.0049
LRRC26,45,0.0049
GIGYF2,45,0.0049
IGKV6D-41,45,0.0049
HTR3B,45,0.0049
TNFRSF1A,45,0.0049
BAZ2B,45,0.0049
VENTX,45,0.0049
SLC18B1,45,0.0049
HCAR3,45,0.0049
BICDL2,45,0.0049
IPO8,45,0.0049
KCNS3,45,0.0049
BCAR1,45,0.0049
CHST5,45,0.0049
CT83,45,0.0049
ZNF622,45,0.0049
NKIRAS1,45,0.0049
NLRP5,45,0.0049
VWC2L,45,0.0049
ATP8A1,45,0.0049
DEFB125,45,0.0049
TRABD,45,0.0049
TXN2,45,0.0049
ARHGEF28,45,0.0049
GNG5,45,0.0049
EIPR1,45,0.0049
CKLF,45,0.0049
C9orf153,45,0.0049
OR4S1,45,0.0049
JAM3,45,0.0049
LEMD2,45,0.0049
TEX35,45,0.0049
FNBP1L,45,0.0049
CBLN1,45,0.0049
ZMYM6,45,0.0049
DAPP1,45,0.0049
FANCG,45,0.0049
TAF9,45,0.0049
ANKRD24,45,0.0049
NMI,45,0.0049
NRSN1,45,0.0049
COPS3,45,0.0049
TSPAN18,45,0.0049
CPN1,45,0.0049
ZSWIM1,45,0.0049
GTSF1L,45,0.0049
RWDD2A,45,0.0049
ANKRD23,45,0.0049
ATP10A,45,0.0049
PFDN4,45,0.0049
LRRN2,45,0.0049
AGR2,45,0.0049
VMAC,45,0.0049
DFFA,45,0.0049
LTA4H,45,0.0049
ASB9,45,0.0049
ARHGAP1,45,0.0049
PLEKHA4,45,0.0049
IRX6,45,0.0049
ANAPC1,45,0.0049
EGFR,45,0.0049
CST9L,45,0.0049
NPBWR2,44,0.0048
GDF11,44,0.0048
SIRPG,44,0.0048
CD300LG,44,0.0048
PBXIP1,44,0.0048
LHFPL5,44,0.0048
THAP7,44,0.0048
SEPTIN5,44,0.0048
TJP2,44,0.0048
MYF6,44,0.0048
AMZ1,44,0.0048
RBP2,44,0.0048
CLDN7,44,0.0048
PCBD1,44,0.0048
WDR24,44,0.0048
OR2W3,44,0.0048
FGFBP3,44,0.0048
ASAP3,44,0.0048
ATP6V0A1,44,0.0048
PEX14,44,0.0048
FLRT2,44,0.0048
ALKBH6,44,0.0048
CYTIP,44,0.0048
RPL34,44,0.0048
GADD45A,44,0.0048
INSYN2B,44,0.0048
OLR1,44,0.0048
TNFRSF25,44,0.0048
SYNJ2BP,44,0.0048
CAMLG,44,0.0048
CLCA2,44,0.0048
TFB2M,44,0.0048
PHB1,44,0.0048
G0S2,44,0.0048
DNAJA4,44,0.0048
TNFRSF10A,44,0.0048
FAM83F,44,0.0048
MYSM1,44,0.0048
ERLEC1,44,0.0048
DEFA6,44,0.0048
LDLRAD1,44,0.0048
CD44,44,0.0048
SNAP23,44,0.0048
SFRP5,44,0.0048
C8orf33,44,0.0048
GIMAP6,44,0.0048
CREB5,44,0.0048
OR10G9,44,0.0048
TBCEL,44,0.0048
TFG,44,0.0048
BCL2L11,44,0.0048
C14orf132,44,0.0048
C15orf40,44,0.0048
SNCB,44,0.0048
CDC34,44,0.0048
KEAP1,44,0.0048
CCDC93,44,0.0048
SNX21,44,0.0048
ZNG1B,44,0.0048
LRR1,44,0.0048
EBI3,44,0.0048
STMN2,44,0.0048
TIMM10,44,0.0048
RNLS,44,0.0048
FOXB2,44,0.0048
KANSL1,44,0.0048
PPT2,44,0.0048
GRB7,44,0.0048
KIF13B,44,0.0048
SDHAF4,44,0.0048
COPS4,44,0.0048
SYNE2,44,0.0048
CFAP73,44,0.0048
SIRT1,44,0.0048
FZD10,44,0.0048
KCTD6,44,0.0048
AARD,44,0.0048
REXO2,44,0.0048
SIPA1L2,44,0.0048
ZSCAN20,44,0.0048
TFEC,44,0.0048
TMEM9B,44,0.0048
ULK2,44,0.0048
CAAP1,44,0.0048
PITPNM1,44,0.0048
NXT1,44,0.0048
FUNDC2,44,0.0048
ACKR3,44,0.0048
STX1B,44,0.0048
MYH3,44,0.0048
KHDC3L,44,0.0048
POMZP3,44,0.0048
EIF2AK4,44,0.0048
GNA13,44,0.0048
OR4N4,44,0.0048
AIDA,44,0.0048
CLEC1A,44,0.0048
ARHGAP9,44,0.0048
TUSC1,44,0.0048
ACSM6,44,0.0048
STARD5,44,0.0048
LYPD1,44,0.0048
MTERF1,44,0.0048
UCN3,44,0.0048
IGHV3-73,44,0.0048
CLDN16,44,0.0048
SULF1,44,0.0048
TP53INP2,44,0.0048
TIMM23,44,0.0048
LRRC39,44,0.0048
TNFAIP1,44,0.0048
HBG1,44,0.0048
FABP7,44,0.0048
ENPP5,44,0.0048
SRGAP2C,44,0.0048
PPP1R13B,44,0.0048
RELL2,44,0.0048
RPGR,44,0.0048
AKIRIN1,44,0.0048
MAP3K7CL,44,0.0048
RCAN1,44,0.0048
CAP1,44,0.0048
ACVR1,44,0.0048
ERBB3,44,0.0048
TRMT12,44,0.0048
LRRC74B,44,0.0048
PRNP,44,0.0048
FLRT3,44,0.0048
LPA,44,0.0048
SPTSSB,44,0.0048
ARHGAP27,44,0.0048
USP32,44,0.0048
LY6G5C,44,0.0048
ITPRID2,44,0.0048
SMPX,44,0.0048
GEN1,44,0.0048
SLAMF8,44,0.0048
ZFYVE26,44,0.0048
UGT3A2,44,0.0048
ITGA8,44,0.0048
CRYBG2,44,0.0048
ZNF397,44,0.0048
FAM43A,44,0.0048
SH2D2A,44,0.0048
BATF2,44,0.0048
DPPA2,44,0.0048
TMBIM6,44,0.0048
NABP1,44,0.0048
ALKAL2,44,0.0048
TRGV5,44,0.0048
SELENOT,44,0.0048
KLHL6,44,0.0048
MECOM,44,0.0048
IGLV3-32,43,0.0047
AADACL3,43,0.0047
MYLIP,43,0.0047
PCDHA8,43,0.0047
MGAT4A,43,0.0047
PRPF8,43,0.0047
KLHL32,43,0.0047
PTK2B,43,0.0047
ZNF197,43,0.0047
COL3A1,43,0.0047
FDCSP,43,0.0047
FCHSD1,43,0.0047
MRFAP1L2,43,0.0047
ALKAL1,43,0.0047
MRPL33,43,0.0047
ADAMTSL4,43,0.0047
ANP32D,43,0.0047
STBD1,43,0.0047
PSMA1,43,0.0047
STRA6,43,0.0047
THAP10,43,0.0047
SCAND1,43,0.0047
NEMP2,43,0.0047
PLLP,43,0.0047
LDLRAD2,43,0.0047
SEMA6C,43,0.0047
MBD3L1,43,0.0047
AHCYL1,43,0.0047
ELSPBP1,43,0.0047
UBL7,43,0.0047
KCNH3,43,0.0047
RUSC2,43,0.0047
GHRH,43,0.0047
TNFSF4,43,0.0047
CCDC92,43,0.0047
C8orf34,43,0.0047
OR4K1,43,0.0047
CPSF3,43,0.0047
CSNK2A3,43,0.0047
SOAT2,43,0.0047
CNBD2,43,0.0047
PPP1R12B,43,0.0047
GIMAP1,43,0.0047
RCC2,43,0.0047
TMCO4,43,0.0047
PDLIM2,43,0.0047
HSP90AB1,43,0.0047
HERC5,43,0.0047
PUDP,43,0.0047
SPESP1,43,0.0047
PGAP6,43,0.0047
RAC2,43,0.0047
MCM5,43,0.0047
TEX29,43,0.0047
WFDC10B,43,0.0047
WFDC12,43,0.0047
PCBP4,43,0.0047
RAB44,43,0.0047
BRI3,43,0.0047
RAB5B,43,0.0047
UQCC6,43,0.0047
SMIM20,43,0.0047
KCNIP4,43,0.0047
LILRA6,43,0.0047
SENP2,43,0.0047
BDNF,43,0.0047
NUDT9,43,0.0047
PDIA6,43,0.0047
FERD3L,43,0.0047
DIRAS1,43,0.0047
SRGAP1,43,0.0047
CDC6,43,0.0047
SEMA5B,43,0.0047
ARHGAP42,43,0.0047
ANXA6,43,0.0047
IER5,43,0.0047
SRCAP,43,0.0047
HCRTR1,43,0.0047
MLN,43,0.0047
GPAM,43,0.0047
SLC6A19,43,0.0047
KCND3,43,0.0047
KIF6,43,0.0047
UNC5CL,43,0.0047
MYF5,43,0.0047
SSH3,43,0.0047
ISLR,43,0.0047
TRMT2B,43,0.0047
PHRF1,43,0.0047
CNOT3,43,0.0047
GPR83,43,0.0047
SEMA3C,43,0.0047
DCAF17,43,0.0047
RAB3C,43,0.0047
CFHR3,43,0.0047
RGS7,43,0.0047
ANAPC13,43,0.0047
ZSCAN31,43,0.0047
CASS4,43,0.0047
BST2,43,0.0047
FAM209B,43,0.0047
WDR46,43,0.0047
ITM2B,43,0.0047
FSTL5,43,0.0047
CFAP91,43,0.0047
FGF14,43,0.0047
MED16,43,0.0047
RBFA,43,0.0047
DOK6,43,0.0047
RPL36AL,43,0.0047
QSOX1,43,0.0047
APPBP2,43,0.0047
HOXC12,43,0.0047
SLC51A,43,0.0047
FNDC1,43,0.0047
SEPTIN2,43,0.0047
FASTK,43,0.0047
GLE1,43,0.0047
HLA-DRA,43,0.0047
SHANK1,43,0.0047
GPR32,43,0.0047
TLL1,43,0.0047
WBP4,43,0.0047
DUXA,43,0.0047
FSD1,43,0.0047
CLIC1,43,0.0047
DNAJC19,43,0.0047
MSMB,43,0.0047
TDRD9,43,0.0047
OR52E2,43,0.0047
CYSRT1,43,0.0047
TOR4A,43,0.0047
NEBL,43,0.0047
GK3,43,0.0047
SSX2IP,43,0.0047
WAC,43,0.0047
DCUN1D1,43,0.0047
IGKV6-21,43,0.0047
IL5RA,43,0.0047
LYST,43,0.0047
NXPH3,43,0.0047
CCM2L,43,0.0047
HOMER2,43,0.0047
TTF2,43,0.0047
SH3PXD2B,43,0.0047
EBF4,43,0.0047
PRAC1,43,0.0047
FANCD2,43,0.0047
AGTR1,43,0.0047
DCAF8L1,43,0.0047
ILK,43,0.0047
RBPMS2,43,0.0047
DUSP1,43,0.0047
GUCY1B1,43,0.0047
MYCBP,43,0.0047
EXOC2,43,0.0047
TTC39C,43,0.0047
MAGEB6,43,0.0047
FUNDC1,43,0.0047
CRABP1,43,0.0047
PPP1R17,43,0.0047
POU1F1,43,0.0047
PPP4R3B,43,0.0047
LRRN1,43,0.0047
CALN1,43,0.0047
SIRPB1,43,0.0047
DEFB128,43,0.0047
APOO,43,0.0047
TMEM220,43,0.0047
APBB1,43,0.0047
C12orf56,43,0.0047
ANAPC16,43,0.0047
HES2,43,0.0047
RPS6KL1,43,0.0047
RSPO2,43,0.0047
UHMK1,43,0.0047
GFRA2,43,0.0047
INSYN2A,43,0.0047
NPS,43,0.0047
CABYR,42,0.0046
CLK1,42,0.0046
SNX6,42,0.0046
SPATA31D1,42,0.0046
CARTPT,42,0.0046
H1-8,42,0.0046
AFF3,42,0.0046
NDUFB11,42,0.0046
FUT9,42,0.0046
ELL2,42,0.0046
C9orf152,42,0.0046
CDC42SE1,42,0.0046
OXNAD1,42,0.0046
FETUB,42,0.0046
ENTPD5,42,0.0046
PIF1,42,0.0046
TMEM176A,42,0.0046
SPRR2G,42,0.0046
EREG,42,0.0046
DNAJC24,42,0.0046
CCDC34,42,0.0046
IL21,42,0.0046
SLC27A1,42,0.0046
P2RY1,42,0.0046
MT-ND1,42,0.0046
DEFA3,42,0.0046
CD33,42,0.0046
OR4K5,42,0.0046
CUL4A,42,0.0046
SYS1,42,0.0046
WDR25,42,0.0046
ESR2,42,0.0046
DNAJC15,42,0.0046
TRIM41,42,0.0046
TTC16,42,0.0046
TGM6,42,0.0046
DEFB127,42,0.0046
TRBV4-1,42,0.0046
SLFN11,42,0.0046
NR1D1,42,0.0046
TRIL,42,0.0046
NALF1,42,0.0046
CRTAC1,42,0.0046
RSPO1,42,0.0046
SMIM19,42,0.0046
ZKSCAN8,42,0.0046
GRM3,42,0.0046
MACROH2A2,42,0.0046
ADAMTS6,42,0.0046
BAG1,42,0.0046
NSFL1C,42,0.0046
PDP2,42,0.0046
SHISA2,42,0.0046
CYP24A1,42,0.0046
DUSP6,42,0.0046
CCDC59,42,0.0046
PRR5,42,0.0046
MEP1A,42,0.0046
MYOC,42,0.0046
SURF4,42,0.0046
GAS2,42,0.0046
WDR53,42,0.0046
HID1,42,0.0046
ZNF318,42,0.0046
HEATR3,42,0.0046
PDE6G,42,0.0046
CA14,42,0.0046
OR10G3,42,0.0046
LRFN4,42,0.0046
EYA1,42,0.0046
LRP8,42,0.0046
TYRP1,42,0.0046
KANK3,42,0.0046
UQCC5,42,0.0046
FIGNL1,42,0.0046
ATF4,42,0.0046
BPNT2,42,0.0046
GOLPH3L,42,0.0046
GALR3,42,0.0046
CYGB,42,0.0046
FANCI,42,0.0046
EFCAB10,42,0.0046
TRBV4-2,42,0.0046
AZGP1,42,0.0046
ABCB10,42,0.0046
PLXNB1,42,0.0046
BRME1,42,0.0046
CCDC188,42,0.0046
TRAPPC8,42,0.0046
SMIM5,42,0.0046
AP5M1,42,0.0046
TSPAN12,42,0.0046
MAGI1,42,0.0046
DNASE1L1,42,0.0046
IFI27,42,0.0046
IGF2,42,0.0046
STK4,42,0.0046
CTSS,42,0.0046
CLMP,42,0.0046
FABP9,42,0.0046
MARVELD2,42,0.0046
PCDHA1,42,0.0046
MIIP,42,0.0046
TRAV12-3,42,0.0046
TM4SF4,42,0.0046
STAP1,42,0.0046
RPRML,42,0.0046
TAFA2,42,0.0046
NFKBIA,42,0.0046
GNB5,42,0.0046
CEP78,42,0.0046
NOX4,42,0.0046
SMIM34,42,0.0046
HES3,42,0.0046
SH2B1,42,0.0046
GRK6,42,0.0046
CDS2,42,0.0046
NFATC2IP,42,0.0046
GORASP1,42,0.0046
PPP4C,42,0.0046
DDI2,42,0.0046
CCN1,42,0.0046
FASTKD5,42,0.0046
FLYWCH2,42,0.0046
TMEM184A,42,0.0046
RRN3,42,0.0046
CLRN3,42,0.0046
SUCNR1,42,0.0046
C3orf18,42,0.0046
C4orf17,42,0.0046
KRT79,42,0.0046
PTGIS,42,0.0046
TMEM165,42,0.0046
RASSF5,42,0.0046
CTDSPL,42,0.0046
SNX8,42,0.0046
GLRA3,42,0.0046
SEC14L5,42,0.0046
PCYOX1,42,0.0046
NFKBIZ,42,0.0046
VSTM5,42,0.0046
C5AR2,42,0.0046
FBXO38,42,0.0046
SLC35G4,42,0.0046
RNF185,42,0.0046
NR5A2,42,0.0046
CCL19,42,0.0046
TULP4,42,0.0046
RBL2,42,0.0046
DDTL,42,0.0046
AGTPBP1,42,0.0046
KRTAP17-1,42,0.0046
FAM50B,42,0.0046
WFDC11,42,0.0046
PRR16,42,0.0046
BCL6B,42,0.0046
FAM229B,42,0.0046
PLD3,42,0.0046
SPATA24,42,0.0046
SIPA1L3,41,0.0045
EME1,41,0.0045
PGA5,41,0.0045
GIGYF1,41,0.0045
HSPA2,41,0.0045
TRAV8-4,41,0.0045
ANGEL1,41,0.0045
EMP3,41,0.0045
KRTAP9-3,41,0.0045
OARD1,41,0.0045
KRTAP4-3,41,0.0045
SNRNP40,41,0.0045
HECW1,41,0.0045
RECQL4,41,0.0045
OSBPL1A,41,0.0045
ADAM32,41,0.0045
NCS1,41,0.0045
SEC11A,41,0.0045
FAM110C,41,0.0045
PXDN,41,0.0045
TP53INP1,41,0.0045
TRIQK,41,0.0045
LACC1,41,0.0045
VTCN1,41,0.0045
WDR47,41,0.0045
VAV3,41,0.0045
GPR182,41,0.0045
CS,41,0.0045
NPBWR1,41,0.0045
AIRE,41,0.0045
SKAP2,41,0.0045
ADIPOR1,41,0.0045
IL1B,41,0.0045
WWP1,41,0.0045
ELAVL2,41,0.0045
OAF,41,0.0045
CENATAC,41,0.0045
LSM5,41,0.0045
CDC37,41,0.0045
BSPH1,41,0.0045
MEIS3,41,0.0045
FGGY,41,0.0045
HBG2,41,0.0045
FCRLA,41,0.0045
EBP,41,0.0045
SENP1,41,0.0045
IAPP,41,0.0045
OOSP2,41,0.0045
GP5,41,0.0045
TREML2,41,0.0045
MTMR3,41,0.0045
ORC6,41,0.0045
KLHL21,41,0.0045
SEMA4C,41,0.0045
PRAME,41,0.0045
RGL2,41,0.0045
KRTAP10-11,41,0.0045
MGARP,41,0.0045
PNMA1,41,0.0045
CENPB,41,0.0045
MYH1,41,0.0045
PLAC8,41,0.0045
RALB,41,0.0045
FOXI2,41,0.0045
MTERF4,41,0.0045
TIFA,41,0.0045
PLK4,41,0.0045
PDCL,41,0.0045
SOHLH2,41,0.0045
PCMT1,41,0.0045
SBK2,41,0.0045
FCAR,41,0.0045
EHMT2,41,0.0045
TMEM101,41,0.0045
HTR3C,41,0.0045
TAX1BP1,41,0.0045
NPVF,41,0.0045
TRH,41,0.0045
PYHIN1,41,0.0045
STX12,41,0.0045
CHD1L,41,0.0045
INSL5,41,0.0045
ADCY1,41,0.0045
MAB21L3,41,0.0045
SLFN13,41,0.0045
EPB41L4B,41,0.0045
TOMM40L,41,0.0045
CFAP126,41,0.0045
CALCOCO2,41,0.0045
CCR4,41,0.0045
ZFAND4,41,0.0045
SPAG7,41,0.0045
SHISAL2B,41,0.0045
DEPDC1B,41,0.0045
ERI3,41,0.0045
PPWD1,41,0.0045
CD180,41,0.0045
ACP6,41,0.0045
PPP1CA,41,0.0045
MT1E,41,0.0045
SCT,41,0.0045
MAGEC2,41,0.0045
CDH1,41,0.0045
EYA4,41,0.0045
SLC29A3,41,0.0045
LRRC52,41,0.0045
LMNTD2,41,0.0045
SMCO2,41,0.0045
KIAA1191,41,0.0045
REXO1,41,0.0045
SNX3,41,0.0045
FA2H,41,0.0045
CFAP96,41,0.0045
KIF25,41,0.0045
LYAR,41,0.0045
MINAR2,41,0.0045
DNAJB2,41,0.0045
EIF2AK1,41,0.0045
SLC7A8,41,0.0045
TGM1,41,0.0045
TMOD3,41,0.0045
CHP1,41,0.0045
ANXA2,41,0.0045
ZRANB3,41,0.0045
FANCL,41,0.0045
ARMC2,41,0.0045
PRKAA2,41,0.0045
CPE,41,0.0045
POGLUT1,41,0.0045
GCC1,41,0.0045
PRAMEF6,41,0.0045
MXRA8,41,0.0045
YWHAG,41,0.0045
UBXN10,41,0.0045
STX1A,41,0.0045
DNAAF9,41,0.0045
ARHGAP22,41,0.0045
ANKRD9,41,0.0045
MYL12B,41,0.0045
TSSK6,41,0.0045
CT45A10,41,0.0045
EIF5A2,41,0.0045
DDX50,41,0.0045
PDE1C,41,0.0045
NXF1,41,0.0045
FAM171A1,41,0.0045
RASGRP1,41,0.0045
SUN2,41,0.0045
STYXL2,41,0.0045
RASL12,41,0.0045
BNIPL,41,0.0045
H2BC17,41,0.0045
ADRM1,41,0.0045
MS4A4A,41,0.0045
IGSF6,41,0.0045
MMP26,41,0.0045
PHOX2B,41,0.0045
HEATR6,41,0.0045
SLC6A18,41,0.0045
COL20A1,41,0.0045
PRKAG1,41,0.0045
KMT2D,41,0.0045
IFRD2,41,0.0045
CD83,41,0.0045
FAM8A1,41,0.0045
ADTRP,41,0.0045
TIMM9,41,0.0045
HSPB6,41,0.0045
PCM1,41,0.0045
MMP3,41,0.0045
THEM6,41,0.0045
TTPAL,41,0.0045
DPP3,41,0.0045
KRTAP2-3,40,0.0044
COL26A1,40,0.0044
IGKV3D-20,40,0.0044
RANGAP1,40,0.0044
ONECUT1,40,0.0044
CHDH,40,0.0044
MTMR14,40,0.0044
CCL24,40,0.0044
MEST,40,0.0044
PRDM4,40,0.0044
MATN3,40,0.0044
SRPK3,40,0.0044
LDAF1,40,0.0044
NLRP8,40,0.0044
PLIN3,40,0.0044
ANKLE2,40,0.0044
REEP6,40,0.0044
CAMK2B,40,0.0044
SLC5A4,40,0.0044
FAM151B,40,0.0044
PLK5,40,0.0044
ACYP1,40,0.0044
ZSCAN32,40,0.0044
DUSP16,40,0.0044
RHOXF1,40,0.0044
NUP62CL,40,0.0044
NAA10,40,0.0044
PCLO,40,0.0044
OR4M2,40,0.0044
MTFR1,40,0.0044
VCP,40,0.0044
PPIAL4A,40,0.0044
PLPP6,40,0.0044
REPS1,40,0.0044
RNF4,40,0.0044
EIF4A1,40,0.0044
SLC13A5,40,0.0044
APOA2,40,0.0044
DCAF8L2,40,0.0044
ATP1A4,40,0.0044
CTNS,40,0.0044
ATG5,40,0.0044
SPDEF,40,0.0044
TOB2,40,0.0044
DRC1,40,0.0044
DEFB106A,40,0.0044
COA5,40,0.0044
TSPAN11,40,0.0044
CPNE8,40,0.0044
PPM1M,40,0.0044
TRIM14,40,0.0044
LRRC10B,40,0.0044
ACBD3,40,0.0044
IGFBP4,40,0.0044
RRP8,40,0.0044
PRDX4,40,0.0044
ZC3H7B,40,0.0044
EVI2A,40,0.0044
KIAA1328,40,0.0044
MAGT1,40,0.0044
CBLN4,40,0.0044
COMP,40,0.0044
PAIP2,40,0.0044
TMEM65,40,0.0044
IGFBP1,40,0.0044
FNDC11,40,0.0044
FAAP100,40,0.0044
SLC28A1,40,0.0044
UPK2,40,0.0044
KDM4D,40,0.0044
TMEM150B,40,0.0044
PPP2R1A,40,0.0044
IFT25,40,0.0044
UTF1,40,0.0044
MDFI,40,0.0044
KRT74,40,0.0044
SPRR2A,40,0.0044
TNFRSF17,40,0.0044
SGO1,40,0.0044
SAMD7,40,0.0044
TRABD2B,40,0.0044
COA4,40,0.0044
PLAUR,40,0.0044
F2RL3,40,0.0044
DNAAF3,40,0.0044
CSTL1,40,0.0044
WDFY1,40,0.0044
ADAM18,40,0.0044
VPS13A,40,0.0044
GRN,40,0.0044
EXOC8,40,0.0044
SYNJ2,40,0.0044
PRSS53,40,0.0044
SNRPB2,40,0.0044
AVP,40,0.0044
RIC3,40,0.0044
EEFSEC,40,0.0044
CLCN4,40,0.0044
TNK1,40,0.0044
FLYWCH1,40,0.0044
CCDC126,40,0.0044
C6orf141,40,0.0044
PIM1,40,0.0044
GIMAP4,40,0.0044
ADAM23,40,0.0044
RIPK2,40,0.0044
LUC7L,40,0.0044
KRTAP10-7,40,0.0044
NOP2,40,0.0044
PPP6C,40,0.0044
OR2M5,40,0.0044
GCSAML,40,0.0044
REXO4,40,0.0044
ACTB,40,0.0044
NECTIN1,40,0.0044
PRR15,40,0.0044
AMMECR1L,40,0.0044
C10orf120,40,0.0044
NUDT4,40,0.0044
MINK1,40,0.0044
HOXA6,40,0.0044
SPON2,40,0.0044
SYT11,40,0.0044
ANKRD66,40,0.0044
PCSK1,40,0.0044
AP2S1,40,0.0044
PPP1R13L,40,0.0044
NIFK,40,0.0044
THBS3,40,0.0044
TSSK2,40,0.0044
CYREN,40,0.0044
DFFB,40,0.0044
PILRB,40,0.0044
LRRN3,40,0.0044
EOLA1,40,0.0044
ZWINT,40,0.0044
RNF114,40,0.0044
CD300A,40,0.0044
RBBP8NL,40,0.0044
ANKRD33B,40,0.0044
TPRN,40,0.0044
UBE3B,40,0.0044
NCAPH2,40,0.0044
TSPAN16,40,0.0044
ING5,40,0.0044
BET1,40,0.0044
RNF208,40,0.0044
IGHV1-45,40,0.0044
DRG1,40,0.0044
PRAMEF5,40,0.0044
MCOLN2,40,0.0044
HSPA12A,40,0.0044
CCDC61,40,0.0044
MET,40,0.0044
GYPE,40,0.0044
FANCC,40,0.0044
UFD1,40,0.0044
DGKZ,40,0.0044
CNST,40,0.0044
ZBED1,40,0.0044
MYL12A,40,0.0044
KRTAP10-8,40,0.0044
TTC3,40,0.0044
CXADR,40,0.0044
MS4A13,40,0.0044
HSPE1,40,0.0044
TM6SF2,40,0.0044
ARPP19,39,0.0042
DCAF11,39,0.0042
ATP5MJ,39,0.0042
BEND6,39,0.0042
PLBD1,39,0.0042
CSNK2B,39,0.0042
RELL1,39,0.0042
RPL9,39,0.0042
MT2A,39,0.0042
NOX3,39,0.0042
MISP3,39,0.0042
RXYLT1,39,0.0042
TMEM38A,39,0.0042
MCM4,39,0.0042
CLDN22,39,0.0042
KRT72,39,0.0042
LRRN4CL,39,0.0042
RAB8B,39,0.0042
IPO5,39,0.0042
GOLPH3,39,0.0042
BMPR1A,39,0.0042
PPM1H,39,0.0042
PIK3C2A,39,0.0042
KLHDC3,39,0.0042
CD226,39,0.0042
C22orf42,39,0.0042
CABIN1,39,0.0042
NPR3,39,0.0042
GRIA2,39,0.0042
TRIM25,39,0.0042
CIART,39,0.0042
RAMP2,39,0.0042
AMPH,39,0.0042
TCP10L,39,0.0042
ADAMTS1,39,0.0042
DEFB121,39,0.0042
MCIDAS,39,0.0042
CST11,39,0.0042
ANKZF1,39,0.0042
POLR2G,39,0.0042
USP24,39,0.0042
TENT5D,39,0.0042
PACRG,39,0.0042
PYGO2,39,0.0042
IFNG,39,0.0042
SHC1,39,0.0042
MED15,39,0.0042
CSK,39,0.0042
CHAF1B,39,0.0042
FBXW2,39,0.0042
SUGP1,39,0.0042
TRIB1,39,0.0042
ZFPM2,39,0.0042
GET1,39,0.0042
LGR5,39,0.0042
PTPN5,39,0.0042
PRAMEF17,39,0.0042
NSMAF,39,0.0042
CCN5,39,0.0042
LEAP2,39,0.0042
LRRC38,39,0.0042
SYNDIG1L,39,0.0042
VIP,39,0.0042
RPS9,39,0.0042
TMCO2,39,0.0042
NKD1,39,0.0042
SSR4,39,0.0042
EZR,39,0.0042
EPB42,39,0.0042
HGF,39,0.0042
NSUN7,39,0.0042
UBE2E2,39,0.0042
SPEGNB,39,0.0042
ACER3,39,0.0042
NR6A1,39,0.0042
ARMC8,39,0.0042
